Year Completed,Number of Purposes,Floors,Rank,Height,Name,Material,City,City ID,Country,Country ID,Longitude,Latitude,ID
1991,1,32,1762,100.8899994,Gold Coast Galleria,concrete,Chicago,1539,US,163,-87.6318512,41.90156937,14509
1975,1,25,1763,100.8899994,American Center,steel,Southfield,1682,US,163,-83.29946899,42.4900589,10629
2000,1,33,1764,100.8799973,180 Montague Street,concrete,New York City,1641,US,163,-73.99199677,40.69395828,11999
2007,1,26,1765,100.6600037,Park East Tower,concrete,St. Louis,1693,US,163,-90.26270294,38.64067078,14632
1986,1,32,1766,100.5999985,Trump Plaza I,concrete,West Palm Beach,1655,US,163,-80.05158234,26.70850945,20973
1986,1,32,1766,100.5999985,Trump Plaza II,concrete,West Palm Beach,1655,US,163,-80.05162811,26.70800972,20974
2014,1,29,1768,100.5999985,Post Oak,concrete,Houston,1593,US,163,-95.46398163,29.74879074,17440
1929,1,23,1769,100.5999985,200 Carondelet,steel,New Orleans,1636,US,163,-90.07079315,29.95248032,21090
1933,1,22,1770,100.5999985,2 Wall Street,steel,New York City,1641,US,163,-74.01126862,40.70777893,18797
1902,1,20,1771,100.5999985,Frick Building,steel,Pittsburgh,1661,US,163,-79.9972229,40.43917084,22198
1939,1,19,1772,100.5999985,Suffolk County Courthouse,steel,Boston,1524,US,163,-71.06109619,42.35987091,22511
2007,1,33,1773,100.5899963,Cosmopolitan,concrete,Seattle,1680,US,163,-122.335762,47.61606979,15352
1931,1,27,1774,100.5899963,FirstMerit Tower,steel,Akron,1502,US,163,-81.51846313,41.08240128,9467
1983,1,25,1775,100.5899963,525 West Monroe Street,concrete,Chicago,1539,US,163,-87.64048004,41.88016129,14510
1975,1,25,1775,100.5899963,Charles Center South,steel,Baltimore,1514,US,163,-76.61550903,39.2879715,10603
1988,1,23,1777,100.5899963,1201 North Market Street,steel,Wilmington,1599,US,163,-75.54662323,39.74781036,9746
1965,1,23,1777,100.5899963,ADA Building,composite,Chicago,1539,US,163,-87.62246704,41.89645004,14511
1986,1,23,1777,100.5899963,UniSource Energy Tower,steel,Tucson,1707,US,163,-110.9718933,32.22148132,9789
1980,1,21,1780,100.5899963,500 West Fifth Street,steel,Winston-Salem,1601,US,163,-80.24931335,36.09897995,10635
2004,1,30,1782,100.5800018,Montebello,concrete,Houston,1593,US,163,-95.4575119,29.75856018,10942
2002,1,25,1783,100.5800018,55 Second Street,steel,San Francisco,1683,US,163,-122.4002686,37.78881073,13995
1999,1,23,1784,100.5800018,150 California Street,steel,San Francisco,1683,US,163,-122.3985214,37.7937088,17647
2009,1,30,1785,100.4000015,Museum Park Place 2,concrete,Chicago,1539,US,163,-87.61855316,41.8562088,13924
1965,1,34,1786,100.3000031,South Shore Beach Apartments,concrete,Chicago,1539,US,163,-87.55658722,41.7618103,13935
1923,1,25,1787,100.3000031,292 Madison Avenue,steel,New York City,1641,US,163,-73.98020935,40.75210953,18819
2009,1,30,1788,100.2799988,Two Northside Piers,concrete,New York City,1641,US,163,-73.96408844,40.71966171,15050
1926,1,22,1789,100.25,44 Wall Street,steel,New York City,1641,US,163,-74.00936127,40.70679092,11402
2004,1,27,1790,100.1800003,840 North Lake Shore Drive,concrete,Chicago,1539,US,163,-87.61815643,41.89781952,14512
1963,1,33,1791,100,Michigan Terrace Condominiums,concrete,Chicago,1539,US,163,-87.62351227,41.89188004,14513
2015,2,31,1792,100,29-07 Queens Plaza North,concrete,New York City,1641,US,163,-73.93730927,40.75009918,19123
2009,1,31,1792,100,The Laurel,concrete,New York City,1641,US,163,-73.95825958,40.76433945,17158
2007,1,28,1794,100,Forte Condominiums,concrete,New York City,1641,US,163,-73.97869873,40.6882782,20939
1999,1,25,1795,100,LVMH Tower,steel,New York City,1641,US,163,-73.97258759,40.76269913,13638
1922,1,22,1797,100,225 Bush Street,steel,San Francisco,1683,US,163,-122.4011536,37.79085922,20780
1971,1,21,1798,100,Eighteen Eighty Eight Building,steel,Los Angeles,1611,US,163,-118.4139023,34.06121826,18831
1989,1,20,1799,100,Premier Health Center,steel,Dayton,1555,US,163,-84.19184875,39.76152039,16484
1971,1,32,1801,99.98000336,1240 North Lake Shore Drive,concrete,Chicago,1539,US,163,-87.62541962,41.90507889,14514
2002,1,23,1802,99.97000122,300 West 6th Street,concrete,Austin,1510,US,163,-97.74569702,30.2691803,10779
1986,1,33,1803,99.90000153,Brickell City Tower,concrete,Miami,1632,US,163,-80.19513702,25.76565933,16856
2003,1,29,1804,99.87000275,530 North Lake Shore Drive,concrete,Chicago,1539,US,163,-87.61486053,41.89213181,14120
1985,1,36,1805,99.80000305,Marquette Place,concrete,Minneapolis,1627,US,163,-93.27655792,44.9701004,14527
1964,1,32,1806,99.69999695,Audubon Tower,concrete,New York City,1641,US,163,-73.93379974,40.84730148,20540
1964,1,32,1806,99.69999695,Park Tower,concrete,New York City,1641,US,163,-73.93467712,40.84762955,20539
1964,1,32,1806,99.69999695,St. Nicholas Tower,concrete,New York City,1641,US,163,-73.93521118,40.84780121,20538
1964,1,32,1806,99.69999695,Wadsworth Tower,concrete,New York City,1641,US,163,-73.93589783,40.8481102,20537
1927,1,23,1810,99.69999695,545 8th Avenue,steel,New York City,1641,US,163,-73.99212646,40.75452042,11360
1988,1,23,1810,99.69999695,The Tower,composite,Los Angeles,1611,US,163,-118.4451523,34.05807877,18971
1903,1,25,1812,99.66999817,43 Exchange Place,steel,New York City,1641,US,163,-74.01036835,40.70611954,14684
2002,1,31,1813,99.40000153,The Seville,concrete,New York City,1641,US,163,-73.95587921,40.7716713,17844
2014,1,25,1815,99.40000153,MyBrickell,concrete,Miami,1632,US,163,-80.1918335,25.76862907,16537
1910,1,20,1817,99.09999847,Daniels & Fisher Tower,steel,Denver,1556,US,163,-104.9956436,39.74811935,17101
1987,1,33,1818,99.05999756,The Breakers at Edgewater Beach,concrete,Chicago,1539,US,163,-87.65422821,41.97927856,15372
2007,1,32,1819,99.05999756,The John Ross Tower,concrete,Portland,1656,US,163,-122.6699829,45.49689865,16723
2010,1,30,1820,99.05999756,Mirabella,concrete,Portland,1656,US,163,-122.6701126,45.49763107,16725
2008,1,30,1820,99.05999756,The Ardea,concrete,Portland,1656,US,163,-122.6702423,45.4958992,16724
2007,1,28,1822,99.05999756,TradeMark,concrete,Charlotte,1544,US,163,-80.84573364,35.22898102,10615
2014,1,33,1823,99,Abington House on the Highline,concrete,New York City,1641,US,163,-74.00157166,40.75204086,15084
2015,1,31,1824,99,Fairfield Inn New York/Manhattan Financial District,concrete,New York City,1641,US,163,-74.00495911,40.70594025,20697
2005,1,30,1825,98.80999756,The Lancaster,concrete,Chicago,1539,US,163,-87.61595917,41.88623047,15371
1982,2,26,1826,98.76000214,American Towers Condominiums North Tower,concrete,Salt Lake City,1687,US,163,-111.8923492,40.76369095,20033
1982,2,26,1826,98.76000214,American Towers Condominiums South Tower,concrete,Salt Lake City,1687,US,163,-111.8922806,40.76317978,20032
1913,1,23,1828,98.59999847,Chrysler House,steel,Detroit,1559,US,163,-83.04801178,42.33081055,17923
2014,1,30,1829,98.44999695,The Lara,concrete,New York City,1641,US,163,-74.0072403,40.71089935,15100
1926,1,22,1830,98.25,Hunter-Dulin Building,steel,San Francisco,1683,US,163,-122.4024887,37.78982162,14439
1960,1,23,1831,98.19999695,Harris Bank Addition I,steel,Chicago,1539,US,163,-87.63117218,41.88045883,18616
1977,1,23,1832,98.15000153,State Capitol Tower,steel,Tallahassee,1699,US,163,-84.28209686,30.43811035,10189
1924,1,19,1833,98.15000153,Macy's Addition,steel,New York City,1641,US,163,-73.98982239,40.75107956,15130
1928,1,24,1835,98.01999664,Pennsylvania Power & Light Building,steel,,1512,US,163,-75.47621155,40.60142136,10048
1970,1,34,1836,98,Americana Towers,concrete,Chicago,1539,US,163,-87.63516998,41.91228867,15378
1982,1,30,1837,98,1212 South Michigan,concrete,Chicago,1539,US,163,-87.62439728,41.86698151,14213
1989,1,26,1838,98,36 East Seventh Street,concrete,Cincinnati,1550,US,163,-84.51251984,39.10412979,23354
1975,1,22,1839,98,McCormack Building,steel,Boston,1524,US,163,-71.06240845,42.35958099,9813
2000,1,27,1840,97.98999786,River View I,concrete,Chicago,1539,US,163,-87.61566925,41.8893013,9856
1988,1,33,1841,97.88999939,1133 North Dearborn,concrete,Chicago,1539,US,163,-87.62962341,41.902771,15386
1981,1,23,1842,97.87000275,US Bank Plaza II,concrete,Minneapolis,1627,US,163,-93.26763153,44.97665024,14518
2014,2,32,1843,97.83999634,Flagler on the River,concrete,Miami,1632,US,163,-80.19992065,25.77356911,18143
2002,1,32,1843,97.83999634,The Avalon Riverview,concrete,New York City,1641,US,163,-73.95863342,40.74375916,15583
2013,1,31,1845,97.83999634,Gotham West,concrete,New York City,1641,US,163,-73.99677277,40.76237106,15080
1932,1,22,1846,97.83999634,AT&T Building,steel,Indianapolis,1600,US,163,-86.15844727,39.77098083,12033
1969,1,23,1848,97.73999786,Knights of Columbus Tower,composite,New Haven,1595,US,163,-72.92772675,41.30274963,9794
2011,1,32,1849,97.54000092,Liberty Luxe,concrete,New York City,1641,US,163,-74.01481628,40.71578979,11917
1972,1,27,1851,97.54000092,Westin Michigan Avenue,concrete,Chicago,1539,US,163,-87.62288666,41.89941025,15383
1954,1,25,1852,97.54000092,Kroger Building,concrete,Cincinnati,1550,US,163,-84.51390839,39.10681152,15416
1986,2,22,1853,97.54000092,World Trade Center at City Creek,steel,Salt Lake City,1687,US,163,-111.8890915,40.76895905,20057
1991,1,21,1854,97.54000092,Wells Fargo Tower,concrete,Roanoke,1673,US,163,-79.94016266,37.27276993,10572
1999,1,32,1855,97.5,East Hampton,concrete,Jersey City,1605,US,163,-74.0311203,40.72763062,13112
2014,1,28,1856,97.5,Avalon Exeter,steel,Boston,1524,US,163,-71.07946777,42.34872055,22930
1927,1,24,1857,97.5,519 8th Avenue,steel,New York City,1641,US,163,-73.99291992,40.75344086,11359
2006,1,30,1858,97.25,Sayan Condominium,concrete,Sunny Isles Beach,1686,US,163,-80.12167358,25.92684937,22897
2014,1,29,1859,97.09999847,The Vermont West Tower,concrete,Los Angeles,1611,US,163,-118.2909698,34.06130981,14271
1923,1,22,1860,97.01999664,London Guarantee Building,steel,Chicago,1539,US,163,-87.62493896,41.88798904,10469
1998,1,32,1861,97,The Riverside,concrete,Jersey City,1605,US,163,-74.03160858,40.72673035,13111
1907,1,22,1862,97,United States Realty Building,steel,New York City,1641,US,163,-74.01164246,40.70901108,11960
1929,1,27,1863,96.90000153,Seattle Tower,steel,Seattle,1680,US,163,-122.3355103,47.60771942,23530
1931,1,26,1864,96.90000153,Bryant Building,steel,Kansas City,1633,US,163,-94.58116913,39.10091019,22873
2008,1,30,1865,96.31999969,East Coast Tower II,concrete,New York City,1641,US,163,-73.95635986,40.74586105,15581
2007,1,18,1866,96.31999969,Prentice Women's Hospital,composite,Chicago,1539,US,163,-87.6207428,41.89625168,15330
1969,1,23,1867,96.27999878,National City Center,steel,Akron,1502,US,163,-81.51957703,41.0815506,10262
1995,1,30,1869,96,One Tequesta Point,concrete,Miami,1632,US,163,-80.18460846,25.76930046,18735
1966,1,21,1871,96,One M&T Plaza,steel,Buffalo,1530,US,163,-78.87445831,42.88351822,12265
2014,1,18,1872,96,8th and Main Tower,concrete/steel,Boise,1523,US,163,-116.203537,43.61610031,15898
2005,1,29,1874,95.76000214,Michigan Avenue Tower I,concrete,Chicago,1539,US,163,-87.62451935,41.86595917,14121
1929,1,21,1875,95.72000122,Reynolds Building,steel,Winston-Salem,1601,US,163,-80.24389648,36.09873962,10636
1966,1,31,1876,95.69999695,505 LaGuardia Place,concrete,New York City,1641,US,163,-73.99894714,40.72716141,22476
1912,2,20,1877,95.69999695,McCormick Building,steel,Chicago,1539,US,163,-87.62477112,41.87723923,13204
1931,2,27,1878,95.5,Park Plaza Apartments,steel,St. Louis,1693,US,163,-90.26429749,38.64487076,15065
2009,2,27,1878,95.5,W Hoboken Hotel and Residential Condominiums,concrete,Hoboken,1589,US,163,-74.02783203,40.73923111,9197
1924,1,19,1881,95.40000153,AT&T Center,steel,Milwaukee,1634,US,163,-87.90759277,43.0393219,16655
1984,1,27,1883,95.09999847,777 South State,concrete,Chicago,1539,US,163,-87.62719727,41.87216187,17681
2008,1,26,1884,95.09999847,550 St. Clair,concrete,Chicago,1539,US,163,-87.62293243,41.89229965,17671
2010,1,25,1885,95.09999847,Roberts Tower at Mayfair Plaza,concrete,St. Louis,1693,US,163,-90.19223022,38.62982941,15064
1990,1,29,1886,95,Hilton Suites Chicago,concrete,Chicago,1539,US,163,-87.62200165,41.89968872,15382
2015,1,30,1887,94.79000092,4Marq,concrete,Minneapolis,1627,US,163,-93.26895905,44.97903824,15254
2009,1,26,1888,94.79000092,theWit Hotel,concrete,Chicago,1539,US,163,-87.62760925,41.88600159,9078
1987,1,22,1889,94.79000092,Capital Center South Tower,precast,Indianapolis,1600,US,163,-86.15936279,39.77032089,12034
1929,1,27,1890,94.68000031,Rand Tower,steel,Minneapolis,1627,US,163,-93.26966095,44.97735977,14572
2009,1,28,1891,94.66999817,Michigan Avenue Tower II,concrete,Chicago,1539,US,163,-87.62447357,41.86388016,14122
2009,1,28,1893,94.5,West 57th Street by Hilton Club,concrete,New York City,1641,US,163,-73.97789001,40.76435089,11772
2001,1,24,1895,94.5,Kalia Tower,steel,Honolulu,1592,US,163,-157.8360901,21.28396988,22600
2013,2,22,1896,94.5,Skye Building,steel,Charlotte,1544,US,163,-80.84101105,35.22261047,14192
1973,1,23,1897,94.48999786,1 Empire State Plaza,steel,Albany,1503,US,163,-73.75962067,42.65171814,12351
1973,1,23,1897,94.48999786,2 Empire State Plaza,steel,Albany,1503,US,163,-73.76026917,42.65105057,12352
1973,1,23,1897,94.48999786,3 Empire State Plaza,steel,Albany,1503,US,163,-73.76097107,42.65039063,12353
1974,1,23,1897,94.48999786,4 Empire State Plaza,steel,Albany,1503,US,163,-73.76161957,42.64974976,12354
1923,1,20,1901,94.48999786,Tribune Tower,steel,Oakland,1643,US,163,-122.2708588,37.80311966,16110
2015,1,28,1902,94.30000305,3601 Market Street,concrete,Philadelphia,1657,US,163,-75.19461823,39.95671844,19199
2003,1,28,1903,94.27999878,Omni Hotel CNN Center Expansion,concrete,Atlanta,1509,US,163,-84.39489746,33.75896072,15015
1964,1,31,1904,94.18000031,Society Hill Towers I,concrete,Philadelphia,1657,US,163,-75.14463806,39.94583893,12469
1964,1,31,1904,94.18000031,Society Hill Towers II,concrete,Philadelphia,1657,US,163,-75.1450882,39.94551086,12470
1964,1,31,1904,94.18000031,Society Hill Towers III,concrete,Philadelphia,1657,US,163,-75.14450073,39.94504929,12471
1925,1,25,1907,94.18000031,1440 Broadway,steel,New York City,1641,US,163,-73.98657227,40.75442123,11754
1929,1,24,1908,94.18000031,ICON,steel,Philadelphia,1657,US,163,-75.16848755,39.94963837,12472
1977,1,30,1911,94,Plymouth Towers Apartments,concrete,New York City,1641,US,163,-73.94656372,40.78113937,17458
2009,1,28,1912,94,201 Pearl Street,concrete,New York City,1641,US,163,-74.00669098,40.70703125,20698
2010,1,28,1912,94,EnV,concrete,Chicago,1539,US,163,-87.63372803,41.88880157,13359
1990,1,19,1914,94,RiverCenter I,steel,Covington,1551,US,163,-84.51036072,39.09016037,10531
2015,1,28,1915,93.90000153,Purves I,concrete,New York City,1641,US,163,-73.94043732,40.74631119,19119
1985,1,17,1916,93.90000153,James R. Thompson Center,steel,Chicago,1539,US,163,-87.63170624,41.88523102,14172
1968,1,23,1917,93.87999725,McDonald Investment Center,steel,Cleveland,1543,US,163,-81.6887207,41.50173187,10567
1924,1,23,1917,93.87999725,New York Cotton Exchange Building,steel,New York City,1641,US,163,-74.00962067,40.70495987,11405
1937,1,29,1919,93.59999847,University of Texas Tower,steel,Austin,1510,US,163,-97.73937225,30.28623009,10574
1958,1,22,1920,93.56999969,Wilco Building,steel,Midland,1624,US,163,-102.0790405,31.99714088,10368
1952,1,21,1921,93.56999969,Lever House,steel,New York City,1641,US,163,-73.97289276,40.75949097,9068
1976,1,31,1922,93.26999664,Atlantic Terminal Houses 1,concrete,New York City,1641,US,163,-73.97015381,40.6830101,19452
2009,1,27,1923,93.19999695,SoNo West Tower,concrete,Chicago,1539,US,163,-87.65088654,41.90876007,22296
2001,1,31,1924,93,Metropolitan Tower,steel,Seattle,1680,US,163,-122.3373108,47.61470032,23523
1972,1,31,1924,93,Towers of Bay Ridge West,concrete,New York City,1641,US,163,-74.02419281,40.63940048,20710
1986,1,29,1926,93,Circus Circus Skyrise Tower,concrete,Las Vegas,1610,US,163,-115.1648026,36.13851929,14145
1960,1,22,1927,93,Four Gateway Center,steel,Pittsburgh,1661,US,163,-80.00463104,40.44081879,22190
2001,1,21,1928,93,Gonda Building,steel,Rochester,1675,US,163,-92.46682739,44.02296066,23745
1907,1,18,1929,93,Midtown Towers,steel,Pittsburgh,1661,US,163,-80.00013733,40.44258881,23106
1886,1,0,1930,93,Statue of Liberty,steel,New York City,1641,US,163,-74.04463959,40.68920135,15500
1916,1,26,1933,92.94999695,Omni William Penn Hotel,steel,Pittsburgh,1661,US,163,-79.996521,40.44063187,23156
1967,1,23,1935,92.66000366,Bank of America Center,concrete,Norfolk,1648,US,163,-76.28961945,36.84540176,10619
1907,1,20,1936,92.34999847,The National,steel,Chicago,1539,US,163,-87.63059998,41.87976837,18571
2008,1,31,1937,92.05000305,The Riverhouse,concrete,New York City,1641,US,163,-74.01624298,40.71554184,11829
1969,1,27,1938,92.05000305,Boca Raton Club Tower,concrete,Boca Raton,2205,US,163,-80.07753754,26.34148979,17618
1929,1,26,1939,92.05000305,Riverside Plaza,steel,Chicago,1539,US,163,-87.63941956,41.88246155,9860
1971,1,18,1941,92.05000305,Hilton Indianapolis,concrete,Indianapolis,1600,US,163,-86.16059113,39.76903915,12035
1976,1,33,1942,92,Kukui Plaza Diamond Ewa Tower,concrete,Honolulu,1592,US,163,-157.8594208,21.31226921,22734
1976,1,33,1942,92,Kukui Plaza Diamond Head Tower,concrete,Honolulu,1592,US,163,-157.858429,21.3120594,22733
1985,1,23,1944,92,International Tower,steel,Los Angeles,1611,US,163,-118.2620697,34.04653931,18973
1911,1,20,1945,92,Michigan Avenue Lofts,steel,Chicago,1539,US,163,-87.62477112,41.87033081,23859
2008,2,25,1946,91.91999817,Hotel Ivy + Residences,concrete,Minneapolis,1627,US,163,-93.27259064,44.97148895,14564
1981,1,32,1947,91.75,1111 North Dearborn,concrete,Chicago,1539,US,163,-87.6295929,41.90205002,15377
1928,1,26,1948,91.75,Clark Building,steel,Pittsburgh,1661,US,163,-79.99951172,40.44274902,23102
1991,1,21,1949,91.75,Oliver Street Tower,steel,Boston,1524,US,163,-71.0530777,42.35528946,19126
2010,1,31,1953,91.44000244,360 State Street,composite,New Haven,1595,US,163,-72.92324066,41.30543137,12200
1958,1,22,1954,91.44000244,55 Public Square,concrete/steel,Cleveland,1543,US,163,-81.69573975,41.50008011,10568
2015,1,25,1956,91.40000153,One Light,concrete,Kansas City,1633,US,163,-94.58239746,39.09885025,15648
1906,1,22,1957,91.40000153,The Carlyle,steel,Pittsburgh,1661,US,163,-80.00110626,40.43917847,23109
1906,1,21,1958,91.40000153,Commonwealth Building,steel,Pittsburgh,1661,US,163,-80.00080109,40.43906021,23107
1971,1,23,1959,91.19999695,Pacific Building,steel,Seattle,1680,US,163,-122.3322067,47.60417175,23519
2006,1,31,1960,91.13999939,East Coast Tower I,concrete,New York City,1641,US,163,-73.9580307,40.74588013,15580
1966,1,31,1963,91.09999847,Silver Tower I,concrete,New York City,1641,US,163,-73.99797058,40.72692108,22474
1966,1,31,1963,91.09999847,Silver Tower II,concrete,New York City,1641,US,163,-73.99858856,40.72671127,22475
2007,1,29,1965,91.09999847,200 Chambers Street,concrete,New York City,1641,US,163,-74.01251984,40.71667099,13230
2013,1,29,1965,91.09999847,Viceroy New York,concrete,New York City,1641,US,163,-73.97844696,40.76457977,15927
1962,1,25,1967,91.09999847,Astor Tower,concrete,Chicago,1539,US,163,-87.62763977,41.90596008,13361
1981,1,24,1969,91,Georgia Power Company Headquarters,steel,Atlanta,1509,US,163,-84.38121033,33.76337814,15012
1964,1,33,1971,90.83000183,W Hotel Chicago Lakeshore,concrete,Chicago,1539,US,163,-87.61544037,41.89382172,15376
2009,1,30,1972,90.83000183,The Edge South Tower,concrete,New York City,1641,US,163,-73.96337128,40.72013855,15048
1938,1,21,1974,90.83000183,Central Tower,steel,San Francisco,1683,US,163,-122.4036407,37.78720856,16106
1979,1,20,1975,90.83000183,5444 Westheimer Road,steel,Houston,1593,US,163,-95.47364807,29.73891068,10976
1928,2,19,1976,90.69999695,Plummer Building,steel,Rochester,1675,US,163,-92.46560669,44.02193069,23749
2008,1,27,1977,90.68000031,River North Marriott Suites,concrete,Chicago,1539,US,163,-87.62989807,41.88954926,15666
2008,1,29,1978,90.52999878,One Northside Piers,concrete,New York City,1641,US,163,-73.96385193,40.71921158,15049
1997,2,17,1980,90.52999878,Feinberg Pavillion,composite,Chicago,1539,US,163,-87.62094116,41.89455032,15380
2007,1,23,1981,90.51999664,Beacon Tower,steel/concrete,New York City,1641,US,163,-73.98822784,40.70174026,12003
2009,1,27,1982,90.5,The Olivian,concrete,Seattle,1680,US,163,-122.3332825,47.61412048,23521
1926,1,23,1983,90.5,575 8th Avenue,steel,New York City,1641,US,163,-73.99182892,40.75498962,11361
1931,1,23,1983,90.5,Boji Tower,steel,Lansing,1608,US,163,-84.55357361,42.73276901,10585
2007,1,20,1985,90.5,Sunset Vine Tower,composite,Los Angeles,1611,US,163,-118.3264236,34.09766006,18976
2008,2,26,1987,90.25,717 Olympic,concrete,Los Angeles,1611,US,163,-118.2634201,34.04507828,17521
1983,1,22,1988,90.22000122,Conoco-Phillips Building,steel,Anchorage,1505,US,163,-149.896225,61.21520996,9736
1931,1,19,1989,90.22000122,Starrett-Lehigh Building,steel,New York City,1641,US,163,-74.00655365,40.75149918,11398
1955,1,20,1992,90,Mayo Building,composite,Rochester,1675,US,163,-92.46669006,44.02212906,23748
2015,2,32,1993,89.91999817,Rego Park Center Tower,concrete,New York City,1641,US,163,-73.8631897,40.7324295,19747
1963,1,30,1994,89.91999817,Riley Towers I,concrete,Indianapolis,1600,US,163,-86.15281677,39.77526855,12036
1963,1,30,1994,89.91999817,Riley Towers II,concrete,Indianapolis,1600,US,163,-86.15255737,39.7759285,12037
1969,1,28,1996,89.91999817,Noble Square Co-op,concrete,Chicago,1539,US,163,-87.66532135,41.90311813,15191
1913,1,21,1997,89.91999817,Hess Building,steel,New York City,1641,US,163,-73.98557281,40.74208832,16246
2004,1,27,1998,89.61000061,Grant Park Tower,concrete,Minneapolis,1627,US,163,-93.26818848,44.97018051,14574
1927,1,22,1999,89.61000061,Hyatt Centric,steel,Chicago,1539,US,163,-87.63123322,41.88092041,15642
1925,1,18,2001,89.59999847,Wrigley Building North Addition,steel,Chicago,1539,US,163,-87.62478638,41.88988113,13746
2007,1,21,2002,89.36000061,The Ascent at Roebling`s Bridge,steel/concrete,Covington,1551,US,163,-84.50946045,39.08929062,10530
1964,1,26,2003,89.30000305,Gateway Towers The Condominium,concrete,Pittsburgh,1661,US,163,-80.00686646,40.44263077,22193
1970,1,25,2004,89.30000305,Hilton Seattle,steel,Seattle,1680,US,163,-122.3332291,47.60931015,23532
2008,1,26,2005,89.09999847,Marquee Michigan Avenue,concrete,Chicago,1539,US,163,-87.62433624,41.86222839,16555
2002,1,24,2006,89.09999847,Erie on the Park,steel,Chicago,1539,US,163,-87.64206696,41.89413071,18535
1983,1,29,2007,89,1418 North Lake Shore Drive,concrete,Chicago,1539,US,163,-87.62641144,41.90837097,15737
1972,1,29,2007,89,Towers of Bay Ridge East,concrete,New York City,1641,US,163,-74.0221405,40.63814163,20711
1928,1,23,2009,89,Randolph-Wells Building,steel,Chicago,1539,US,163,-87.63424683,41.88412857,15928
2007,2,20,2011,89,Chelsea Arts Tower,concrete,New York City,1641,US,163,-74.00502777,40.74998856,11896
1964,1,19,2012,89,Phillips Petroleum Building,steel,Bartlesville,1533,US,163,-95.9786911,36.74932098,22203
1998,1,17,2013,89,RiverCenter II,steel,Covington,1551,US,163,-84.50978851,39.09024811,10532
2009,1,25,2014,88.69999695,Legacy at Memorial,concrete,Houston,1593,US,163,-95.39193726,29.76378059,11018
1895,1,23,2015,88.69999695,Park Place Tower,steel,New York City,1641,US,163,-74.00585175,40.7114296,11375
1913,1,22,2016,88.69999695,Consumers Building,steel,Chicago,1539,US,163,-87.6280899,41.87894821,9141
1910,1,21,2017,88.40000153,Renaissance Blackstone,steel,Chicago,1539,US,163,-87.6247406,41.87329865,13835
2015,1,19,2018,88.38999939,551 West 21st Street,concrete,New York City,1641,US,163,-74.00740814,40.74760056,15819
1969,1,30,2019,88.23000336,Astor House,concrete,Chicago,1539,US,163,-87.62789917,41.90699005,15736
1927,1,24,2020,88.19999695,MDA City Apartments,steel,Chicago,1539,US,163,-87.62586975,41.88550949,17894
2005,1,26,2022,88.09999847,Museum Pointe,concrete,Chicago,1539,US,163,-87.62094116,41.86560822,14126
1911,1,15,2023,88.09999847,Emerson Tower,steel,Baltimore,1514,US,163,-76.62065887,39.28770065,23934
1974,1,33,2024,88.08999634,Chestnut Park,concrete,Springfield (MA),1684,US,163,-72.58583069,42.10253906,12179
1975,1,27,2025,88.08999634,Metropolitan Correctional Center,concrete,Chicago,1539,US,163,-87.63049316,41.87654877,9859
2014,1,26,2026,88.08999634,Nic on Fifth,concrete,Minneapolis,1627,US,163,-93.26976776,44.9789505,15234
1924,1,21,2027,88.08999634,Huntington Bank Building,steel,Cleveland,1543,US,163,-81.68637085,41.50114059,10569
2007,2,20,2028,88,Four Seasons Hotel St. Louis,concrete,St. Louis,1693,US,163,-90.18475342,38.63386154,17675
1971,1,22,2030,87.77999878,Sunset Media Tower,steel,Los Angeles,1611,US,163,-118.3256302,34.09841919,18978
1928,1,19,2031,87.75,Presbyterian Hospital,steel,New York City,1641,US,163,-73.94133759,40.84090042,23763
2006,2,23,2033,87.48000336,Conrad Indianapolis & Residences,concrete,Indianapolis,1600,US,163,-86.1595993,39.76752853,12038
2013,1,31,2035,87.19999695,22 Skyview,concrete,Miami,1632,US,163,-80.18730164,25.79845047,18729
1926,1,25,2036,87.19999695,505 8th Avenue,steel,New York City,1641,US,163,-73.9931488,40.75313187,11358
1952,1,19,2037,87.16999817,Hippodrome Building,steel,New York City,1641,US,163,-73.98285675,40.75561142,15312
1930,1,22,2038,87.09999847,Continental Life Building,steel,St. Louis,1693,US,163,-90.23252869,38.63853836,15066
2001,1,30,2039,87,Elliott Grand Hyatt Seattle,concrete,Seattle,1680,US,163,-122.3336563,47.61259842,23534
1970,1,31,2040,86.87000275,525 Hawthorne,concrete,Chicago,1539,US,163,-87.64224243,41.9444313,15652
1949,1,22,2042,86.87000275,1001 McKinney Bldg.,steel,Houston,1593,US,163,-95.36418915,29.75683022,10984
1902,1,21,2043,86.87000275,Flatiron Building,steel,New York City,1641,US,163,-73.98970795,40.74103928,9014
1914,1,21,2043,86.87000275,Hobart Building,steel,San Francisco,1683,US,163,-122.4016724,37.78936005,16103
1965,1,30,2045,86.69999695,Horizon House,concrete,Chicago,1539,US,163,-87.65431213,41.98664093,15653
2015,1,25,2046,86.59999847,SkyHouse River Oaks,concrete,Houston,1593,US,163,-95.45446777,29.74551964,23437
1990,1,24,2049,86.5,Edgecliff Point Condos,concrete,Cincinnati,1550,US,163,-84.4834137,39.12015152,23352
1975,1,20,2050,86.26000214,Market Square Center,steel,Indianapolis,1600,US,163,-86.15390015,39.76945877,12040
2011,1,23,2051,86,Omni Dallas Hotel,concrete,Dallas,1554,US,163,-96.804039,32.77563858,3238
